ds,y
2015-08-23,108803.73473712597
2015-08-24,111292.04487734532
2015-08-25,97235.42612016728
2015-08-26,60394.78516108687
2015-08-27,20940.183044956637
2015-08-28,119788.51629269394
2015-08-29,133902.48917007918
2015-08-30,138745.8170139977
2015-08-31,153410.84783999855
2015-09-01,142836.92263905163
2015-09-02,83293.68542996519
2015-09-03,26789.26832435966
2015-09-04,160211.44784134778
2015-09-05,158079.41076573436
2015-09-06,174575.33747587088
2015-09-07,170091.71124200834
2015-09-08,209635.84634067872
2015-09-09,209565.15448832422
2015-09-10,103214.43930337895
2015-09-11,389903.08001167246
2015-09-12,368590.7777254247
2015-09-13,365206.9276933494
2015-09-14,317900.50561893516
2015-09-15,267071.6845110568
2015-09-16,162329.6101278742
2015-09-17,52877.858404644336
2015-09-18,299995.2912990329
2015-09-19,291242.508274894
2015-09-20,277409.6394150146
2015-09-21,251738.01772049683
2015-09-22,203647.07537193157
2015-09-23,117935.21147341725
2015-09-24,38604.94295193681
2015-09-25,232419.39597158533
2015-09-26,213822.81549521763
2015-09-27,220816.01851173493
2015-09-28,238806.0582471782
2015-09-29,174911.42635486487
2015-09-30,107999.52823235758
2015-10-01,53263.33695089541
2015-10-02,204275.543276651
2015-10-03,68041.78704536412
2015-10-04,204828.2137970407
2015-10-05,199701.73421320313
2015-10-06,222153.4273970116
2015-10-07,252227.3617099389
2015-10-08,148645.89170399733
2015-10-09,404700.32438545284
2015-10-10,403615.4934925697
2015-10-11,390798.12738803297
2015-10-12,359616.4221509187
2015-10-13,294379.19560213253
2015-10-14,149125.9518081662
2015-10-15,65036.324740414304
2015-10-16,296144.0643617437
2015-10-17,263200.4634446708
2015-10-18,248167.18779568357
2015-10-19,210058.71802879582
2015-10-20,185178.25686196034
2015-10-21,109231.29601265315
2015-10-22,54075.314702634525
2015-10-23,214560.00122753406
2015-10-24,185428.87728219325
2015-10-25,174545.30601107026
2015-10-26,170794.06922952176
2015-10-27,169372.78686216124
2015-10-28,84141.81718700247
2015-10-29,37889.411816738786
2015-10-30,159234.13900141307
2015-10-31,56721.25171017858
2015-11-01,108332.20096988112
2015-11-02,250155.23456197575
2015-11-03,247246.04370364328
2015-11-04,208758.69036312107
2015-11-05,147827.21808283526
2015-11-06,449726.6265150552
2015-11-07,393955.61804974533
2015-11-08,396921.2326136993
2015-11-09,359392.19732625433
2015-11-10,304850.74701131694
2015-11-11,190466.13024996605
2015-11-12,79531.9630041937
2015-11-13,327395.1632821018
2015-11-14,342862.23939955333
2015-11-15,300392.622664975
2015-11-16,281284.0116642811
2015-11-17,241151.48136017722
2015-11-18,185631.29793640628
2015-11-19,66060.23608819142
2015-11-20,287522.0353806177
2015-11-21,290737.8245021008
2015-11-22,242155.84862036357
2015-11-23,232332.24209363695
2015-11-24,225561.0177911678
2015-11-25,128951.98946298276
2015-11-26,58720.88417987732
2015-11-27,236977.3489073548
2015-11-28,217256.94897382325
2015-11-29,209361.0712944143
2015-11-30,235496.20401768334
2015-12-01,272168.9188690696
2015-12-02,229345.30237100058
2015-12-03,118891.77117941651
2015-12-04,454987.26028817927
2015-12-05,364143.43306556944
2015-12-06,349470.17690767965
2015-12-07,339244.7309840908
